sid	uid	class	text
248496890205852000	41326266	negative	Mncim, the rain that stopped last Saturday's game wasted our time waitse! Maybe SS4 would be playing something better tonight.
262552488174039000	18771008	neutral	"When I see reactions to stories about ""benefit scroungers"" and the ""lazy poor"" in the Sun, I wonder if Murdoch is a latter-day Pavlov"
264193077168710000	485275567	negative	Kinda sucks, he missed my classes graduation over something he may or may not have done
233510910638035000	246437130	neutral	Aug 30! Toads Place, New Haven CT. Myself, M.A.R., Jitta on the Track, Danimal Lector and more! http://instagr.am/p/OGqN-Gu_RD/�Â� 
246269856901652000	201736162	objective	I'm going to Babaman at Vidia in Cesena, Italy - Dec 22 http://bnds.in/Pe3WY7�Â� 
264218943168844000	125082576	objective-OR-neutral	@Dixieconley I'm dropping becca off tomorrow and then going to Ash
264040375239463000	535537562	objective-OR-neutral	England''s Patel stakes Test claim with century: MUMBAI: Samit Patel hit a century on Thursday to make a strong ... http://bit.ly/Y7DwvY�Â� 
245879760952123000	485009134	negative	Valentine day has been cancelled..what? Why? how? you may be asking. But you see it's simple math.. 14-2-12 =0
260888268177019000	60727396	positive	Are you guys as ready as I am for RIRI 7th album .... Come on NOVEMBER 19 :) #rihannanavy @rihanna rihan http://instagr.am/p/RJMArBPmFd/�Â� 
261231064578679000	14825822	objective-OR-neutral	THE SKINNY: Breezy may be getting it from RiRi AND ex, KT. Getting that cake! cake! cake! and eating it too. <3... http://fb.me/1DFFBx7RW�Â� 
222725164083843000	76118118	objective-OR-neutral	If this is the end for @TSN990Radio, I once again have to commend @TheKaufmanShow for his emotional Gary Carter memorial show in February
253237627107557000	43149343	objective-OR-neutral	OMG!!! Ramin and Sierra performing Phantom of the opera at the classical brit awards televised on sunday ITV at 10.30pm!!!! :D
264126123208761000	72214721	objective	Seven has 6 shows in top 15, ABC 2nd with 5, Nine third with 4. Ten and SBS rate 0. http://www.theaustralian.com.au/media/abc-strong-as-tens-woes-continue/story-e6frg996-1226508291787?sv=84dd9b9f6bd35681e62aa7dd04deb0dc#.UJLxXPRJUuE.twitter�Â� �â��¦
264185984499982000	619682479	objective	From a Call to Prayer for America Saturday at the Washington Reflecting pool with the Washington Monument in the... http://fb.me/1QfP8eR7G�Â� 
264190899083424000	258565856	positive	First time I ever heard SS was in 6th grade and I actually loved it. I didn't know the song at the the time so I couldn't continue to listen
264244722271388000	771437269	positive	Proud of Aishwarya's French honour: Big B: Mumbai, Nov 2 (IANS) Megastar Amitabh Bachchan says he is proud that ... http://bit.ly/Ybn91B�Â� 
263632568732230000	228519181	objective	Short hair is back! Check it out. (clockwise) Alicia K, RiRi, Miley C and Twiggy the 1st skinny model. #pi http://instagr.am/p/RcsD5Yr9oF/�Â� 
264203810644300000	416296996	negative	Lack of communication from #nycdoe very frustrating regarding reporting time for work tomorrow. Thank you #uft and @GothamSchools for Info
264136309667406000	53926164	objective	***Thursday night Friday night dinner special*** Salmon & Jumbo Shrimp 15.95 Whole Fish (Porgie) 1.5lb with lemon... http://fb.me/w6fwNOZm�Â� 
230857199595946000	22332926	neutral	Got new Aesop Rock, Master Ace & DOOM, Nas, Flatbush Zombies, Jon Connor, & Cyhi ready for the flight tomorrow, been sleepin on lots of shit
258838403242656000	20040971	objective-OR-neutral	Foreign commentator award at the #commentawards goes to the late Marie Colvin of the Sunday Times
263693074255991000	637395687	positive	Intermission FC took a big step towards the title with a hard fought 1-0 win over fellow table toppers The Real Ajax on Monday night.
261480298427072000	557414614	positive	Tomorrow is a good day to listen to LAMB OF GOD. HAHAHAHA.
259446983733965000	17689859	neutral	might as well go ahead and download the parade tracker app. Think a Zulu float may show up before the bus.
263451729411072000	58720653	positive	@jodiianto Lmaooo that's def in Ajax. I guess I'll give it to ya in December :)
242093237106528000	20671081	objective-OR-neutral	Memorial Day, President's Day, Monday, any day seems to be the right day to see Independence Day on t.v.
263451726475043000	257635793	neutral	I forgot Plies gone be at the moon tomorrow
262664798473445000	72752451	positive	With the election right around the corner, RRFP is pleased to announce Super Tuesday! Get an additional 5%... http://fb.me/1muzgAdQK�Â� 
263843999146734000	299336255	objective-OR-neutral	The season opener for the New York Knicks is now Miami @ New York On Friday. That's how it should be.
257861477548052000	70387740	positive	The last lecture of the day on a Monday to me is like Pancake Day for fat kids #dreamy
195014022603616000	269113385	negative	Did you just tell me Lucas scott leaves in the 6th season of tree hill with peyton to travel the wolrd?#YOUJUSTRUINEDMYLIFE #FUCKYOU
254589549202768000	145051793	objective-OR-neutral	Parsons also confirmed w/ TW reporter abt JLin's popularity, also 'promised' he'll visit Taiwan next yr http://www.libertytimes.com.tw/2012/new/oct/6/today-sp10.htm?Slots=All�Â� �â��¦
264162064522703000	39289195	positive	Having family pictures done on Saturday with my 4 favorite girls! Hannah, Katie , Shan and my Tam! Can't wait! Life can't get any better!
258707134135546000	41886847	objective-OR-neutral	For those wondering about when/if Murray State's Zay Jackson will play this year -- last Friday, MSU AD Allen Ward said ... (cont)
207902904525394000	123282767	neutral	It's Presidents Day at the White House Thursday. Barack Obama hosts George W. Bush for unveiling of portrait. George H.W. Bush there too.
263802286235611000	512803271	positive	Get your sweat suits! It's November and its time to lax! Practice tonight, game at @DrexelClubLax tomorrow. #FallBall
242334694107128000	434649810	neutral	Aged under 26 and keen to become a foreign correspondent? Apply for the Marie Colvin scholarship http://www.thesundaytimes.co.uk/sto/public/MarieColvin/article1096291.ece�Â� �â��¦
238057757188702000	65851153	objective	Who going to Club Bodi tomorrow
264201939603046000	382443026	positive	Can't wait to see Carrie Underwood on the 27th
263746762903282000	150146062	neutral	#TamilNadu Bear with me for the power crisis: Jayalalithaa: Chief Minister Jayalalithaa on Wednesday asked the... http://dlvr.it/2PxNC9�Â� 
243345719136756000	320387726	positive	Manuel Charr Looks Confident Ahead of Saturday Clash Vs. Vitali Klitschko: Charr didn't look scared as he stared... http://bit.ly/Q7ymcp�Â� 
261593648645419000	167645831	negative	March 3rd 2010 -Do you think Kevin Rudd is superficial? Yes 85.3%(6513 votes) No 14.7%(1122 votes) Rudd being revealed as a failure #auspol
257494988068368000	115340273	positive	Banana walnut Pancakes and a side of @BrooklynCured sausages. Slide up to the counter for a Soda Fountain Sunday brunch. Enjoy!
202882754491326000	38074770	positive	Pastor Winans will always be cool wit me because 'Tomorrow' by the Winans is one of my fav gospel songs! And he sent my Nippy home right!
220161124660822000	30928482	positive	Big fan of the holidays that just involve partying: St. Patrick's, 4th of July, Halloween, Presidents Day, etc.
262586893391253000	19141170	negative	centre for social justice report on Gangs - one year after the riots. http://www.centreforsocialjustice.org.uk/client/images/Gangs%20Report.pdf�Â� �â��¦ #d policy may have exacerbated problems.
261789349887234000	317422804	objective-OR-neutral	Making an effort to use my PS Vita a bit more. Only use it for FIFA at the moment! Gonna give a few demos a try. 1st Silent Hill BOM :-)
240808370511180000	64725429	positive	@4everAM_ber *as i sat and thought* i lied. Total Praise, Thank You, then the Winans joints
229489615994765000	433602977	negative	i haven't worn Makeup since Ash Wed. ;o <3 i don't like it anymore .
257198745769370000	268995433	positive	Good Luck to Scouser & Soon to be Klitschko destroyer @DavidPrice_1 tonight in the Echo against @audley_Harrison - '12th Career KO Tonight'
263791111548588000	602326339	positive	The first Coolamon Rodeo is coming up on November 17! A great day of action and a fun day for the family! http://fb.me/1YMDGfNf7�Â� 
259714773934027000	67337136	neutral	Perry: Morgan State is beating Howard, 7-0 at the end of the 1st quarter of Howard's Homecoming football game.
262971196545573000	253859171	objective-OR-neutral	Can you GET more Canadian than @BlueRodeo 25th Anniversary Tour across Canada in frigid January and February, including a stop in Iqaluit?
231857343212696000	240332927	objective-OR-neutral	My xbox live ends tomorrow :( MW3 and Gears3 all day! Hit me up!
215074366151606000	383623151	objective-OR-neutral	This is the 2nd time I've seen a niqqa wear Galaxy foams
264174819170468000	236702003	objective-OR-neutral	Tomorrow haunted house with Sam kaitlyn marisela Yesinea marcos and maybe Walter and Katie xD
264181308115272000	61573467	objective-OR-neutral	I challenge Katie to stick pins in my eyes tomorrow. I dare you.
263833206086832000	34983417	objective-OR-neutral	Remember, 1 November is the Solemnity of #AllSaints: a holy day of obligation. Be sure you assist at Mass or it's a mortal sin. #Catholic
248636829056770000	833973853	neutral	Be looking for us this Friday @ Elon University for Campus Fest! Learn more about The Loft and check out how you can win the new Kindle Fire
263302077059576000	48832137	positive	Shaquille O'Neal All-Star comedy jam @ DAR Constitution Hall Sat. 8pm Nov 3, 2012 Washington DC.. Looks like it will be a great show!!
232305335489159000	15847062	positive	Support: We're excited that Stan Walker & advocates are running for the kids The Sun-Herald City2Surf soon!... http://fb.me/1Rgy510rH�Â� 
263082437976924000	6976602	positive	Thinking neighbors probably don't have work tomorrow. So, it's cool if I turn up the Judas Priest and just rock out all night, yeah?
264188078221042000	333355307	objective-OR-neutral	Although i'm not a big fan of SS, all my respects to Mitch Lucker. May you rest in peace.
263992907957146000	177863411	positive	Going to south korea or japan for research in my 7th semester..wow it'll be amazing #faith
242503955094061000	20710898	objective	Sunday Times launches the Marie Colvin scholarship, seeking future foreign correspondents, under 26. deadline sept 30: http://www.thesundaytimes.co.uk/sto/public/MarieColvin/article1096291.ece�Â� �â��¦
256386883301540000	37772976	neutral	Music of the Sun, A Girl Like Me, Good Girl Gone Bad, Rated R, LOUD, Talk That Talk and finally _________?
262316600869396000	187482894	objective-OR-neutral	"The video of Porto ""Oportonity City"" won the 1st prize in category Cultural Tourism in ART&TUR International Tourism Film Festival..."
253079520846946000	361889362	positive	Good luck to Joseph Calleja tonight at the Brits. See he's appearing at the Royal Festival Hall on Friday 11 Jan in Raymond Gubbay concert
262923234637390000	400840999	objective	Annie hasn't finished the high water marks but Ash Wed is under @1901 Bayford Oyster Co #sandy pic.twitter.com/UiR5NeU6
171260303697396000	24604844	neutral	WPPI and Vegas bound, but have to be up tomorrow at 5:30AM, S.O.L....Maybe catch some ZZ's on the plane.
255316269388141000	13269792	negative	Monday morning CalTrain ride from home to work is always to short. I know that I may be in the minority with that opinion. #fb
260844235731911000	195069975	objective	After 2 days #fuckuover is the 20th most played song on my ipod. Only another 400 or so plays til it beats What Makes You Beautiful
259520681023259000	15174869	objective-OR-neutral	King Cake and boudin for breakfast. Yep! I'm in southern Louisiana, where the weather is warm (not hot) and sunny. Wine tasting tomorrow!
